area,bbox,category_id,id,image_id
33847,"[362, 169, 181, 187]",3350,3097,815
33672,"[403, 226, 184, 183]",3350,3098,816
37442,"[385, 859, 193, 194]",3350,3096,814
53128,"[100, 711, 232, 229]",20237,3094,815
49950,"[144, 800, 225, 222]",20237,3095,816
46852,"[602, 288, 221, 212]",20237,3093,814
26000,"[621, 879, 208, 125]",12246,270,75
25375,"[177, 304, 203, 125]",12246,269,74
72332,"[581, 233, 214, 338]",6562,275,74
80886,"[166, 671, 221, 366]",6562,276,73
41808,"[88, 210, 208, 201]",3543,277,75
46010,"[699, 856, 214, 215]",3543,279,74
41004,"[72, 198, 204, 201]",3543,278,73
158112,"[549, 83, 366, 432]",16550,273,75
169952,"[69, 726, 376, 452]",16550,272,74
149175,"[524, 70, 351, 425]",16550,271,73
114582,"[545, 253, 338, 339]",35205,3465,913
36863,"[377, 919, 193, 191]",3350,3468,913
35335,"[367, 123, 185, 191]",3350,3469,914
46295,"[191, 284, 197, 235]",13899,3462,913
49000,"[595, 799, 200, 245]",13899,3464,915
119799,"[144, 143, 261, 459]",27925,2565,678
122488,"[601, 670, 251, 488]",27925,2566,676
127140,"[569, 630, 260, 489]",27925,2567,677
28620,"[630, 894, 212, 135]",1899,2564,678
25781,"[157, 249, 203, 127]",1899,2563,676
25527,"[142, 241, 201, 127]",1899,2562,677
86010,"[638, 273, 305, 282]",18109,2568,678
88434,"[49, 741, 306, 289]",18109,2569,676
158110,"[23, 748, 326, 485]",16550,2561,678
148356,"[642, 20, 317, 468]",16550,2559,676
136335,"[616, 18, 305, 447]",16550,2560,677
96990,"[536, 152, 318, 305]",3742,2018,534
103986,"[75, 803, 327, 318]",3742,2019,533
125481,"[612, 78, 277, 453]",2482,2022,533
130339,"[598, 108, 289, 451]",2482,2020,532
173664,"[443, 699, 402, 432]",19551,2015,534
166366,"[114, 74, 386, 431]",19551,2016,533
163728,"[119, 112, 379, 432]",19551,2014,532
1115676,"[99, 67, 242, 478]",5885,2013,534
123522,"[611, 693, 238, 519]",5885,2011,532
34592,"[390, 210, 188, 184]",3350,240,66
35156,"[350, 154, 187, 188]",3350,239,65
51075,"[598, 819, 227, 225]",29666,243,66
50848,"[155, 276, 227, 224]",29666,241,64
54289,"[559, 729, 233, 233]",29666,242,65
107074,"[593, 267, 341, 314]",20013,235,64
78399,"[134, 828, 279, 281]",5093,1826,483
71820,"[526, 163, 270, 266]",5093,1825,482
152830,"[71, 75, 310, 493]",22626,1831,483
154322,"[80, 93, 302, 511]",22626,1833,481
153140,"[553, 632, 310, 494]",22626,1832,482
106700,"[638, 65, 220, 485]",2482,1830,483
111294,"[626, 87, 229, 486]",2482,1828,481
115500,"[631, 675, 231, 500]",13394,1824,483
125840,"[639, 675, 242, 520]",13394,1822,481
39794,"[115, 186, 202, 197]",22346,1210,322
45360,"[655, 875, 216, 210]",22346,1212,323
40755,"[128, 195, 209, 195]",22346,1211,324
47686,"[61, 811, 226, 211]",27652,1207,322
45067,"[614, 205, 187, 241]",36636,1204,322
50432,"[151, 802, 197, 256]",36636,1205,323
47368,"[644, 207, 191, 248]",36636,1206,324
50460,"[558, 812, 290, 174]",3482,1213,322
47144,"[586, 846, 284, 166]",3482,1215,324
37286,"[145, 775, 181, 206]",27776,5147,1352
35000,"[180, 812, 175, 200]",27776,5145,1351
36288,"[154, 829, 189, 192]",16231,5144,1353
33123,"[615, 242, 183, 181]",16231,5143,1352
34408,"[643, 251, 187, 184]",16231,5142,1351
58344,"[171, 275, 264, 221]",3482,5151,1353
60568,"[539, 776, 268, 226]",3482,5153,1352
58300,"[565, 810, 265, 220]",3482,5152,1351
188160,"[39, 83, 420, 448]",34596,5149,1352
185745,"[56, 115, 427, 435]",34596,5148,1351
105074,"[603, 43, 214, 491]",2482,1809,477
113088,"[106, 676, 228, 496]",2482,1808,476
152337,"[538, 606, 309, 493]",19551,1804,476
118828,"[111, 47, 244, 487]",13394,1799,476
69687,"[126, 824, 261, 267]",25437,1801,475
65280,"[123, 810, 255, 256]",25437,1803,477
62491,"[554, 204, 247, 253]",25437,1802,476
31311,"[595, 855, 213, 147]",1899,462,126
30160,"[621, 887, 208, 145]",1899,461,125
30972,"[674, 273, 178, 174]",21025,468,124
32037,"[136, 868, 181, 177]",21025,467,125
34221,"[100, 197, 187, 183]",21770,463,126
38218,"[687, 884, 197, 194]",21770,464,124
35530,"[117, 203, 190, 187]",21770,465,125
149210,"[595, 33, 347, 430]",16550,471,126
167808,"[4, 765, 368, 456]",16550,470,124
85200,"[632, 160, 213, 400]",35205,4616,1211
91304,"[656, 176, 226, 404]",35205,4614,1210
94710,"[99, 672, 231, 410]",35205,4615,1212
79680,"[85, 724, 332, 240]",20876,4612,1211
56910,"[625, 718, 210, 271]",3482,4609,1211
56759,"[650, 749, 211, 269]",3482,4608,1210
54438,"[141, 292, 211, 258]",3482,4610,1212
183348,"[51, 110, 463, 396]",34596,4618,1211
181815,"[70, 138, 465, 391]",34596,4617,1210
192400,"[456, 711, 481, 400]",34596,4619,1212
112942,"[519, 686, 298, 379]",35205,630,168
113552,"[168, 243, 302, 376]",35205,628,166
115885,"[478, 587, 301, 385]",35205,629,167
33488,"[387, 196, 184, 182]",3350,627,168
36672,"[404, 902, 191, 192]",3350,625,166
34587,"[345, 137, 183, 189]",3350,626,167
120680,"[153, 578, 280, 431]",3831,633,168
119706,"[546, 281, 281, 426]",3831,631,166
124260,"[109, 487, 285, 436]",3831,632,167
33304,"[383, 182, 184, 181]",3350,2429,642
34224,"[343, 125, 184, 186]",3350,2428,641
136485,"[87, 678, 405, 337]",3831,2432,642
136345,"[488, 288, 407, 335]",3831,2430,640
52200,"[657, 800, 232, 225]",20237,2426,642
54050,"[617, 708, 235, 230]",20237,2425,641
111097,"[589, 130, 269, 413]",29344,4732,1240
123432,"[130, 748, 278, 444]",29344,4731,1241
129024,"[93, 706, 288, 448]",29344,4733,1242
26832,"[688, 806, 129, 208]",1899,4728,1240
26331,"[179, 268, 131, 201]",1899,4729,1241
46096,"[169, 200, 172, 268]",44198,4735,1240
45241,"[664, 837, 161, 281]",44198,4734,1241
45504,"[640, 806, 158, 288]",44198,4736,1242
148500,"[122, 661, 300, 495]",16550,4737,1240
137750,"[575, 105, 290, 475]",16550,4738,1241
134048,"[546, 88, 284, 472]",16550,4739,1242
93673,"[574, 193, 331, 283]",25468,458,121
104748,"[84, 830, 348, 301]",25468,457,123
175168,"[54, 90, 368, 476]",25366,449,122
189696,"[557, 661, 384, 494]",25366,448,121
182360,"[71, 107, 376, 485]",25366,450,123
46438,"[594, 171, 217, 214]",29666,455,122
52899,"[139, 871, 231, 229]",29666,456,121
47952,"[620, 174, 222, 216]",29666,454,123
53568,"[575, 813, 279, 192]",3482,451,122
51952,"[126, 270, 272, 191]",3482,452,121
52076,"[601, 845, 277, 188]",3482,453,123
92584,"[576, 190, 326, 284]",25468,3273,863
44275,"[674, 174, 175, 253]",36636,3270,862
47077,"[133, 828, 179, 263]",36636,3271,863
51894,"[602, 846, 279, 186]",3482,3276,862
54126,"[575, 811, 279, 194]",3482,3278,864
51408,"[126, 271, 272, 189]",3482,3277,863
191360,"[72, 136, 460, 416]",34596,3280,862
202768,"[468, 684, 464, 437]",34596,3279,863
45954,"[94, 851, 222, 207]",27652,981,263
44600,"[670, 256, 223, 200]",27652,982,264
47722,"[632, 180, 223, 214]",29666,985,263
52212,"[125, 865, 229, 228]",29666,984,264
47310,"[586, 846, 285, 166]",3482,986,263
49662,"[130, 286, 279, 178]",3482,987,264
50336,"[559, 811, 286, 176]",3482,988,262
173304,"[89, 54, 348, 498]",34596,990,263
165169,"[77, 31, 331, 499]",34596,991,262
42016,"[138, 188, 208, 202]",3543,4469,1172
46224,"[646, 877, 216, 214]",3543,4467,1173
40200,"[642, 151, 201, 200]",4542,4466,1171
40392,"[672, 154, 204, 198]",4542,4464,1172
47520,"[127, 831, 220, 216]",10220,4461,1172
46640,"[643, 262, 220, 212]",10220,4463,1173
55687,"[580, 747, 239, 233]",16547,4458,1171
54480,"[607, 784, 240, 227]",16547,4459,1172
52650,"[159, 285, 234, 225]",16547,4460,1173
83226,"[139, 857, 286, 291]",5093,3978,1048
71020,"[523, 150, 268, 265]",5093,3980,1049
108790,"[623, 779, 253, 430]",22361,3985,1048
104748,"[606, 781, 258, 406]",22361,3986,1050
98894,"[82, 75, 251, 394]",22361,3984,1049
159028,"[98, 200, 332, 479]",22626,3983,1048
158390,"[513, 563, 337, 470]",22626,3981,1049
94326,"[644, 117, 199, 474]",2482,3975,1048
97908,"[83, 642, 199, 492]",2482,3976,1049
40533,"[90, 827, 229, 177]",19860,5250,1380
101936,"[558, 90, 277, 368]",35205,5254,1380
107822,"[585, 99, 286, 377]",35205,5255,1379
117600,"[110, 777, 300, 392]",35205,5253,1378
39200,"[145, 193, 200, 196]",22346,5246,1380
40788,"[161, 200, 206, 198]",22346,5245,1379
44520,"[623, 868, 212, 210]",22346,5244,1378
60490,"[573, 838, 263, 230]",3482,5249,1380
60260,"[600, 869, 262, 230]",3482,5248,1379
54145,"[152, 220, 245, 221]",3482,5247,1378
110223,"[117, 840, 331, 333]",3742,4889,1283
102770,"[661, 109, 215, 478]",2482,4885,1283
152830,"[506, 591, 310, 493]",19551,4895,1282
170748,"[117, 126, 324, 527]",19551,4894,1283
156870,"[123, 118, 315, 498]",19551,4893,1284
111523,"[84, 79, 229, 487]",13394,4890,1282
123522,"[637, 675, 238, 519]",13394,4892,1283
113813,"[627, 676, 229, 497]",13394,4891,1284
150664,"[72, 102, 296, 509]",23222,97,27
145692,"[571, 621, 284, 513]",23222,99,25
151384,"[70, 70, 298, 508]",23222,98,26
107070,"[112, 677, 215, 498]",2482,102,25
97510,"[612, 42, 199, 490]",2482,100,26
121800,"[600, 708, 232, 525]",13394,93,27
120536,"[110, 48, 247, 488]",13394,91,25
118472,"[590, 711, 236, 502]",13394,92,26
62244,"[556, 205, 247, 252]",25437,94,25
65792,"[121, 809, 256, 257]",25437,96,26
30044,"[144, 264, 203, 148]",1899,5394,1419
29008,"[128, 258, 196, 148]",1899,5395,1418
33180,"[645, 859, 210, 158]",1899,5393,1417
113792,"[617, 735, 254, 448]",31704,5401,1419
104370,"[134, 123, 245, 426]",31704,5400,1417
136899,"[142, 701, 287, 477]",16550,5392,1419
142848,"[109, 648, 288, 496]",16550,5391,1418
128250,"[566, 131, 285, 450]",16550,5390,1417
80344,"[85, 725, 332, 242]",20876,2925,771
76845,"[544, 294, 327, 235]",20876,2927,769
77024,"[116, 766, 332, 232]",20876,2926,770
147396,"[50, 189, 426, 346]",30307,2921,771
162235,"[498, 694, 457, 355]",30307,2919,769
151032,"[60, 211, 434, 348]",30307,2920,770
34404,"[627, 222, 188, 183]",16231,2928,771
37436,"[134, 847, 196, 191]",16231,2929,769
34368,"[656, 232, 192, 179]",16231,2930,770
56368,"[625, 719, 208, 271]",3482,2922,771
55167,"[143, 293, 213, 259]",3482,2924,769
56490,"[651, 749, 210, 269]",3482,2923,770
19458,"[623, 848, 138, 141]",23202,919,246
18626,"[215, 290, 134, 139]",23202,918,245
77976,"[198, 714, 216, 361]",6562,925,244
81030,"[165, 673, 222, 365]",6562,923,246
71318,"[583, 231, 211, 338]",6562,924,245
42009,"[127, 169, 209, 201]",3543,928,244
39996,"[114, 164, 202, 198]",3543,927,246
46440,"[657, 896, 216, 215]",3543,926,245
136604,"[582, 6, 284, 481]",16550,922,244
129920,"[550, 3, 289, 464]",16550,921,246
146955,"[120, 747, 291, 505]",16550,920,245
93555,"[495, 169, 315, 297]",3742,4529,1191
108570,"[120, 796, 330, 329]",3742,4528,1190
147974,"[530, 590, 307, 482]",22626,4537,1191
151805,"[99, 135, 313, 485]",22626,4536,1189
123284,"[88, 665, 259, 476]",2482,4530,1191
112554,"[588, 94, 234, 481]",2482,4531,1190
117369,"[595, 69, 243, 483]",2482,4532,1189
84534,"[586, 137, 219, 386]",35205,4562,1195
99630,"[139, 707, 243, 410]",35205,4561,1196
89284,"[617, 141, 221, 404]",35205,4560,1197
36668,"[147, 776, 178, 206]",27776,4556,1195
34825,"[179, 813, 175, 199]",27776,4555,1197
40976,"[146, 173, 208, 197]",28762,4551,1195
49235,"[612, 887, 229, 215]",28762,4552,1196
60342,"[540, 777, 267, 226]",3482,4557,1195
57378,"[172, 276, 262, 219]",3482,4559,1196
57816,"[567, 813, 264, 219]",3482,4558,1197
106533,"[124, 553, 267, 399]",35205,3367,887
34960,"[338, 148, 184, 190]",3350,3365,887
34040,"[381, 204, 184, 185]",3350,3363,888
36096,"[412, 891, 188, 192]",3350,3364,886
44943,"[572, 746, 211, 213]",31862,3361,887
42848,"[610, 835, 208, 206]",31862,3362,888
43264,"[162, 284, 208, 208]",31862,3360,886
36290,"[410, 913, 190, 191]",3350,908,241
34960,"[336, 128, 184, 190]",3350,909,242
33672,"[379, 184, 183, 184]",3350,910,243
53130,"[584, 679, 230, 231]",20237,915,242
33672,"[379, 184, 183, 184]",20237,916,243
117040,"[519, 258, 308, 380]",18146,911,241
127437,"[101, 563, 321, 397]",18146,912,242
86112,"[130, 776, 312, 276]",27732,4992,1310
79083,"[558, 257, 303, 261]",27732,4994,1309
90804,"[92, 734, 322, 282]",27732,4993,1311
48530,"[668, 182, 230, 211]",29666,4998,1310
53130,"[88, 861, 231, 230]",29666,4999,1309
47294,"[638, 178, 221, 214]",29666,5000,1311
42824,"[194, 195, 212, 202]",28762,4997,1310
46852,"[583, 870, 221, 212]",28762,4996,1309
41410,"[178, 187, 205, 202]",28762,4995,1311
57960,"[608, 791, 276, 210]",3482,4990,1310
192003,"[518, 477, 287, 669]",16687,5014,1316
189504,"[555, 581, 288, 658]",16687,5015,1317
33852,"[367, 222, 186, 182]",3350,5021,1317
96410,"[84, 690, 310, 311]",19231,5017,1316
86136,"[546, 206, 296, 291]",19231,5016,1315
92720,"[127, 796, 304, 305]",19231,5018,1317
73987,"[549, 779, 307, 241]",27992,2854,752
70686,"[577, 816, 306, 231]",27992,2853,751
69441,"[126, 254, 293, 237]",27992,2855,753
77469,"[198, 714, 217, 357]",6562,2859,751
72292,"[582, 231, 212, 341]",6562,2861,753
41205,"[91, 195, 205, 201]",3543,2856,752
41800,"[108, 205, 209, 200]",3543,2858,751
47085,"[676, 861, 219, 215]",3543,2857,753
54036,"[586, 142, 237, 228]",16547,2850,751
57600,"[160, 887, 240, 240]",16547,2852,753
35376,"[177, 812, 176, 201]",27776,1277,341
37080,"[145, 778, 180, 206]",27776,1276,340
34848,"[639, 291, 176, 198]",27776,1278,342
48168,"[577, 191, 223, 216]",20237,1282,340
53808,"[152, 849, 236, 228]",20237,1284,342
58035,"[567, 816, 265, 219]",3482,1285,341
59095,"[171, 272, 265, 223]",3482,1286,342
183876,"[52, 115, 398, 462]",34596,1279,341
184775,"[39, 81, 389, 475]",34596,1281,340
200445,"[544, 655, 415, 483]",34596,1280,342
33048,"[587, 829, 204, 162]",1899,5594,1472
31310,"[185, 291, 202, 155]",1899,5596,1471
32578,"[91, 832, 182, 179]",21025,5589,1472
32037,"[124, 865, 181, 177]",21025,5590,1473
30616,"[683, 275, 178, 172]",21025,5588,1471
23256,"[136, 213, 153, 152]",19606,5598,1472
24178,"[152, 219, 157, 154]",19606,5597,1473
27048,"[681, 900, 168, 161]",19606,5599,1471
131494,"[545, 78, 278, 473]",16550,5593,1472
147379,"[125, 669, 293, 503]",16550,5592,1471
251286,"[70, 629, 434, 579]",16687,3284,867
220286,"[481, 119, 418, 527]",16687,3282,865
34040,"[348, 233, 185, 184]",3350,3290,867
35530,"[304, 172, 187, 190]",3350,3289,866
36863,"[444, 867, 191, 193]",3350,3288,865
139840,"[78, 280, 380, 368]",3831,3285,865
28560,"[115, 224, 204, 140]",1899,334,89
31737,"[655, 903, 213, 149]",1899,336,90
28495,"[130, 230, 205, 139]",1899,335,88
89320,"[80, 801, 308, 290]",18109,325,88
114456,"[598, 696, 251, 456]",31704,333,89
104370,"[132, 126, 245, 426]",31704,332,90
113148,"[620, 732, 252, 449]",31704,331,88
131967,"[584, 37, 279, 473]",16550,328,89
148603,"[86, 708, 299, 497]",16550,329,90
36100,"[643, 846, 190, 190]",1899,5098,1336
33306,"[168, 245, 183, 182]",1899,5099,1337
32400,"[149, 240, 180, 180]",1899,5097,1338
85833,"[614, 224, 297, 289]",18109,5093,1336
94213,"[44, 747, 313, 301]",18109,5092,1338
103228,"[114, 215, 394, 262]",29450,5088,1336
109752,"[464, 786, 408, 269]",29450,5090,1338
58072,"[169, 841, 244, 238]",16547,5095,1336
54450,"[576, 187, 242, 225]",16547,5094,1337
52658,"[549, 179, 233, 226]",16547,5096,1338
105340,"[639, 703, 229, 460]",4377,1670,442
105228,"[653, 704, 222, 474]",4377,1671,444
97674,"[79, 100, 223, 438]",4377,1669,443
165321,"[62, 45, 351, 471]",22626,1672,442
167620,"[70, 62, 340, 493]",22626,1673,444
108775,"[620, 62, 229, 475]",2482,1675,442
113373,"[601, 102, 247, 459]",2482,1677,444
110908,"[87, 678, 238, 466]",2482,1676,443
65024,"[111, 829, 254, 256]",25437,1666,442
64232,"[570, 185, 248, 259]",25437,1667,443
199764,"[551, 671, 372, 537]",31884,1350,360
183923,"[68, 23, 349, 527]",31884,1348,358
33408,"[639, 298, 174, 192]",27776,1354,360
34800,"[177, 810, 174, 200]",27776,1355,359
37080,"[144, 773, 180, 206]",27776,1356,358
51756,"[128, 882, 228, 227]",29666,1357,360
47730,"[631, 164, 222, 215]",29666,1358,359
46221,"[603, 161, 217, 213]",29666,1359,358
57681,"[177, 274, 261, 221]",3482,1351,360
59964,"[537, 778, 263, 228]",3482,1352,358
111222,"[122, 838, 334, 333]",3742,3233,851
104652,"[122, 826, 323, 324]",3742,3232,850
93912,"[490, 127, 312, 301]",3742,3231,852
107590,"[598, 734, 265, 406]",22361,3230,850
100751,"[82, 118, 259, 389]",22361,3229,852
150430,"[112, 156, 307, 490]",22626,3226,851
149996,"[106, 126, 308, 487]",22626,3225,850
150835,"[520, 596, 311, 485]",22626,3227,852
93930,"[627, 102, 202, 465]",2482,3236,851
96714,"[638, 62, 199, 486]",2482,3235,850
104656,"[91, 659, 211, 496]",2482,3234,852
79689,"[558, 257, 303, 263]",27732,433,115
86112,"[130, 775, 312, 276]",27732,435,117
90560,"[93, 732, 320, 283]",27732,434,116
189388,"[88, 154, 419, 452]",25366,429,117
179100,"[77, 129, 398, 450]",25366,428,116
48151,"[100, 881, 269, 179]",36636,432,115
43940,"[621, 209, 260, 169]",36636,431,117
42000,"[593, 205, 250, 168]",36636,430,116
55275,"[119, 307, 275, 201]",3482,436,115
57814,"[609, 791, 274, 211]",3482,437,117
58170,"[579, 758, 277, 210]",3482,438,116
32760,"[398, 217, 182, 180]",3350,1881,498
33304,"[356, 161, 181, 184]",3350,1880,497
35526,"[398, 870, 186, 191]",3350,1879,496
143990,"[97, 749, 385, 374]",3831,1884,498
144396,"[56, 655, 382, 378]",3831,1883,497
143152,"[493, 180, 389, 368]",3831,1882,496
48514,"[627, 758, 191, 254]",36636,1878,498
37056,"[437, 862, 193, 192]",3350,5687,1498
33672,"[351, 237, 183, 184]",3350,5689,1500
34965,"[310, 175, 185, 189]",3350,5688,1499
57624,"[68, 287, 343, 168]",41767,5684,1498
65320,"[531, 766, 355, 184]",41767,5685,1499
56588,"[584, 270, 188, 301]",38161,5690,1498
55800,"[198, 732, 186, 300]",38161,5692,1500
60255,"[153, 639, 195, 309]",38161,5691,1499
27674,"[188, 274, 202, 137]",1899,4510,1184
30672,"[581, 866, 213, 144]",1899,4511,1183
30788,"[684, 275, 179, 172]",21025,4506,1184
32578,"[91, 832, 182, 179]",21025,4508,1183
57078,"[674, 828, 189, 302]",24849,4514,1184
51800,"[118, 142, 185, 280]",24849,4512,1183
52884,"[603, 149, 234, 226]",16547,4505,1185
52425,"[573, 145, 233, 225]",16547,4503,1183
116500,"[654, 710, 250, 466]",12080,3009,793
96502,"[69, 117, 226, 427]",12080,3010,794
109515,"[642, 705, 245, 447]",12080,3011,795
155448,"[98, 88, 306, 508]",12777,3018,793
166400,"[543, 641, 325, 512]",12777,3020,794
161096,"[88, 48, 317, 508]",12777,3019,795
131236,"[566, 153, 301, 436]",2482,3013,793
136653,"[70, 651, 303, 451]",2482,3014,794
128027,"[578, 122, 289, 443]",2482,3012,795
69680,"[120, 831, 260, 268]",25437,3015,793
62220,"[562, 194, 244, 255]",25437,3017,794
64262,"[120, 821, 254, 253]",25437,3016,795
113220,"[598, 714, 255, 444]",31704,4138,1088
112518,"[142, 150, 266, 423]",31704,4139,1089
113500,"[572, 676, 250, 454]",31704,4137,1087
42016,"[151, 180, 208, 202]",3543,4134,1088
41004,"[135, 176, 204, 201]",3543,4135,1087
49020,"[651, 212, 228, 215]",10220,4142,1088
138620,"[118, 639, 290, 478]",16550,4132,1088
131823,"[584, 185, 291, 453]",16550,4133,1089
144550,"[87, 588, 295, 490]",16550,4131,1087
43581,"[670, 255, 219, 199]",27652,3329,877
45954,"[96, 853, 222, 207]",27652,3328,878
50629,"[151, 803, 197, 257]",36636,3324,877
47616,"[643, 207, 192, 248]",36636,3325,878
45140,"[614, 203, 185, 244]",36636,3326,879
47644,"[129, 290, 277, 172]",3482,3332,877
50400,"[559, 811, 288, 175]",3482,3331,879
175263,"[593, 615, 339, 517]",34596,3333,877
169442,"[72, 123, 343, 494]",34596,3334,878
76450,"[110, 807, 278, 275]",5093,2217,585
80089,"[112, 818, 283, 283]",5093,2215,584
73437,"[549, 186, 273, 269]",5093,2216,583
116560,"[622, 52, 248, 470]",2482,2214,585
167184,"[134, 79, 344, 486]",19551,2223,585
163170,"[144, 113, 333, 490]",19551,2222,584
161684,"[469, 632, 332, 487]",19551,2221,583
115640,"[597, 684, 236, 490]",5885,2219,585
112073,"[115, 75, 233, 481]",5885,2218,583
87776,"[102, 686, 208, 422]",35205,2628,692
79002,"[651, 142, 198, 399]",35205,2630,691
81600,"[682, 154, 200, 408]",35205,2629,693
44935,"[657, 835, 215, 209]",22346,2624,692
39991,"[112, 223, 203, 197]",22346,2622,691
41382,"[126, 235, 209, 198]",22346,2623,693
47712,"[63, 810, 224, 213]",27652,2619,691
45954,"[95, 853, 222, 207]",27652,2621,693
47748,"[131, 288, 276, 173]",3482,2625,692
50225,"[559, 811, 287, 175]",3482,2626,691
46860,"[587, 847, 284, 165]",3482,2627,693
33304,"[384, 209, 184, 181]",3350,3638,960
34020,"[345, 150, 180, 189]",3350,3637,959
35910,"[407, 891, 189, 190]",3350,3636,958
118800,"[193, 637, 275, 432]",3831,3644,960
124392,"[145, 544, 284, 438]",3831,3643,959
116325,"[510, 231, 275, 423]",3831,3642,958
38243,"[681, 802, 167, 229]",21324,3641,960
38868,"[646, 709, 164, 237]",21324,3640,959
38136,"[133, 288, 168, 227]",21324,3639,958
93600,"[492, 127, 312, 300]",3742,1745,460
111222,"[122, 838, 333, 334]",3742,1746,462
104652,"[122, 826, 323, 324]",3742,1744,461
99974,"[83, 122, 259, 386]",22361,1741,460
107590,"[599, 734, 265, 406]",22361,1743,461
147679,"[137, 148, 289, 511]",23222,1740,462
147000,"[136, 120, 294, 500]",23222,1739,461
94656,"[626, 103, 204, 464]",2482,1749,462
95452,"[640, 62, 196, 487]",2482,1748,461
112203,"[119, 154, 273, 411]",29344,13,4
129558,"[587, 675, 286, 453]",29344,15,6
26331,"[181, 267, 131, 201]",1899,16,5
25326,"[163, 257, 126, 201]",1899,17,6
48345,"[601, 253, 293, 165]",24849,20,4
49170,"[94, 892, 298, 165]",24849,19,5
50736,"[61, 857, 302, 168]",24849,21,6
145328,"[130, 647, 293, 496]",16550,24,4
128340,"[541, 101, 276, 465]",16550,23,6
35910,"[320, 132, 189, 190]",3350,2036,539
36480,"[427, 908, 190, 192]",3350,2035,538
59496,"[151, 216, 201, 296]",38161,2041,538
58408,"[633, 805, 196, 298]",38161,2043,540
121785,"[10, 668, 353, 345]",20013,2039,539
105481,"[573, 239, 337, 313]",20013,2038,538
117645,"[56, 752, 345, 341]",20013,2040,540
109312,"[645, 704, 244, 448]",12080,4354,1142
118151,"[655, 708, 253, 467]",12080,4353,1143
96216,"[66, 121, 228, 422]",12080,4355,1141
146224,"[69, 135, 296, 494]",23222,4348,1142
147015,"[70, 172, 297, 495]",23222,4349,1143
144716,"[577, 569, 286, 506]",23222,4347,1141
64768,"[122, 822, 256, 253]",25437,4358,1142
70747,"[123, 832, 263, 269]",25437,4356,1143
62738,"[556, 193, 247, 254]",25437,4357,1141
91840,"[655, 169, 224, 410]",35205,149,39
93524,"[108, 671, 227, 412]",35205,148,37
85050,"[628, 156, 210, 405]",35205,150,38
75900,"[117, 768, 330, 230]",20876,141,39
77315,"[543, 294, 329, 235]",20876,139,37
80764,"[85, 723, 331, 244]",20876,140,38
211500,"[128, 52, 423, 500]",31884,145,39
211120,"[469, 687, 406, 520]",31884,147,37
200592,"[113, 25, 398, 504]",31884,146,38
56759,"[651, 749, 211, 269]",3482,144,39
54438,"[142, 292, 211, 258]",3482,143,37
106276,"[114, 825, 326, 326]",3742,2181,574
94536,"[498, 125, 312, 303]",3742,2180,575
109890,"[117, 839, 330, 333]",3742,2179,576
150350,"[96, 208, 310, 485]",22626,2178,576
97920,"[671, 83, 204, 480]",2482,2184,574
99144,"[61, 649, 204, 486]",2482,2183,575
103464,"[659, 110, 216, 479]",2482,2182,576
113046,"[629, 676, 227, 498]",13394,2185,574
111036,"[86, 80, 228, 487]",13394,2187,575
137246,"[575, 718, 326, 421]",29344,365,98
138348,"[551, 682, 324, 427]",29344,366,99
26000,"[178, 269, 130, 200]",1899,359,98
25400,"[160, 258, 127, 200]",1899,360,99
24955,"[164, 918, 161, 155]",19606,369,98
25280,"[132, 886, 160, 158]",19606,368,99
24021,"[667, 252, 157, 153]",19606,367,97
54720,"[646, 211, 240, 228]",16547,363,98
51525,"[619, 202, 229, 225]",16547,361,99
103412,"[136, 707, 251, 412]",35205,5421,1423
88200,"[578, 132, 225, 392]",35205,5420,1424
202020,"[520, 616, 370, 546]",31884,5411,1423
34320,"[639, 293, 176, 195]",27776,5415,1423
37080,"[145, 775, 180, 206]",27776,5416,1424
58520,"[564, 811, 266, 220]",3482,5419,1425
57902,"[172, 274, 262, 221]",3482,5417,1423
115150,"[606, 713, 245, 470]",12080,2156,570
100510,"[108, 103, 230, 437]",12080,2155,569
106672,"[599, 707, 236, 452]",12080,2157,568
164700,"[109, 129, 305, 540]",12777,2154,570
160062,"[108, 115, 309, 518]",12777,2152,568
108570,"[119, 796, 330, 329]",3742,2159,570
103360,"[118, 786, 323, 320]",3742,2160,568
111618,"[586, 99, 234, 477]",2482,2161,570
117369,"[595, 68, 243, 483]",2482,2162,568
31086,"[151, 256, 198, 157]",1899,5234,1377
34776,"[641, 859, 207, 168]",1899,5233,1376
29952,"[134, 248, 192, 156]",1899,5232,1375
40365,"[152, 297, 207, 195]",33207,5236,1376
44084,"[611, 771, 214, 206]",33207,5237,1375
85680,"[586, 241, 360, 238]",33008,5238,1376
88669,"[12, 773, 371, 239]",33008,5240,1375
138047,"[609, 56, 287, 481]",16550,5242,1377
127764,"[581, 47, 273, 468]",16550,5241,1375
101675,"[135, 727, 245, 415]",35205,1009,270
84753,"[587, 114, 219, 387]",35205,1008,269
90400,"[618, 118, 226, 400]",35205,1007,268
82404,"[573, 232, 378, 218]",25468,1006,270
84920,"[11, 814, 386, 220]",25468,1005,269
82875,"[51, 857, 375, 221]",25468,1004,268
48391,"[645, 865, 223, 217]",28762,1010,270
42174,"[116, 192, 213, 198]",28762,1012,269
43442,"[134, 198, 214, 203]",28762,1011,268
51300,"[126, 271, 270, 190]",3482,1014,270
54233,"[575, 811, 281, 193]",3482,1013,269
