area,bbox,category_id,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,img_regist_ts,form_code_name,change_date
39999,"[117, 168, 201, 199]",3543,1159,312,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,976,1280,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,K-003544,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003544,무코스타정(레바미피드)(비매품),Mucosta Tab.,http://connectdi.com/design/img/drug/1N1ddmFmE2M.jpg,레바미피드,Rebamipide,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,199102825,19910731,[02320]소화성궤양용제,전문의약품,"649900060,A42700141",백색의 원형필름코팅정,원형,3.4,8.1,8.1,OG33,,하양,,20041222,필름코팅정,20130904
42210,"[634, 193, 210, 201]",4542,1167,311,K-003544-004543-012247-016551_0_2_0_2_90_000_200.png,976,1280,K-003544-004543-012247-016551_0_2_0_2_90_000_200.png,K-004543,정상알약,연회색 배경,앞면,주백색,90,0,200,K-004543,에어탈정(아세클로페낙),Airtal Tab.,http://connectdi.com/design/img/drug/1NOwp2F68fQ.jpg,아세클로페낙,Aceclofenac,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,199400486,19941008,[01140]해열.진통.소염제,전문의약품,"641601920,A04300451",코팅된 흰색의 정제,원형,3.8,8.0,8.0,Airtal,,하양,,20041222,필름코팅정,20150823
40795,"[607, 191, 205, 199]",4542,1165,312,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,976,1280,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,K-004543,정상알약,연회색 배경,앞면,주백색,75,0,200,K-004543,에어탈정(아세클로페낙),Airtal Tab.,http://connectdi.com/design/img/drug/1NOwp2F68fQ.jpg,아세클로페낙,Aceclofenac,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,199400486,19941008,[01140]해열.진통.소염제,전문의약품,"641601920,A04300451",코팅된 흰색의 정제,원형,3.8,8.0,8.0,Airtal,,하양,,20041222,필름코팅정,20150823
149460,"[583, 682, 318, 470]",16550,1164,311,K-003544-004543-012247-016551_0_2_0_2_90_000_200.png,976,1280,K-003544-004543-012247-016551_0_2_0_2_90_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,20070412,필름코팅정,20190124
151515,"[558, 634, 315, 481]",16550,1163,312,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,976,1280,K-003544-004543-012247-016551_0_2_0_2_75_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,20070412,필름코팅정,20190124
85666,"[106, 687, 203, 422]",35205,504,133,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,70,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,20150226,필름코팅정,20190805
199555,"[582, 691, 373, 535]",31884,501,133,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,70,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,20131009,필름코팅정,20181112
44000,"[672, 255, 220, 200]",27652,506,133,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,K-027653,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027653,세비카정 10/40mg,Sevikar Tab. 10/40mg,http://connectdi.com/design/img/drug/147426502377200196.jpg,올메사르탄메독소밀|암로디핀베실산염,Amlodipine Besylate| Olmesartan Medoxomil,"정제, 저작정",한국다이이찌산쿄(주),Daiichi Sankyo Korea,,,201004570,20100719,[02140]혈압강하제,전문의약품,680900060,적갈색의 원형 필름코팅정제,원형,4.1,8.2,8.2,C77,,갈색,,20100810,필름코팅정,20210331
48024,"[133, 288, 276, 174]",3482,496,133,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027653-031885-035206_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
39000,"[94, 210, 200, 195]",22346,2388,629,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,75,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
40590,"[110, 220, 205, 198]",22346,2387,630,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,90,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
90482,"[86, 728, 322, 281]",27732,2384,629,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,20101027,다층정,20200304
87532,"[123, 768, 316, 277]",27732,2385,630,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,20101027,다층정,20200304
34034,"[620, 177, 187, 182]",16231,2378,629,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,K-016232,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016232,리피토정 20mg,Lipitor Tab. 20mg,http://connectdi.com/design/img/drug/146031391296200164.jpg,아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Hydrate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200410085,20041025,[02180]동맥경화용제,전문의약품,"648900260,E01890131",흰색의 원형 필름코팅정,원형,4.5,7.5,7.5,ATV,20,하양,,20121122,필름코팅정,20201117
35263,"[645, 186, 197, 179]",16231,2379,630,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,K-016232,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016232,리피토정 20mg,Lipitor Tab. 20mg,http://connectdi.com/design/img/drug/146031391296200164.jpg,아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Hydrate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200410085,20041025,[02180]동맥경화용제,전문의약품,"648900260,E01890131",흰색의 원형 필름코팅정,원형,4.5,7.5,7.5,ATV,20,하양,,20121122,필름코팅정,20201117
57475,"[579, 760, 275, 209]",3482,2380,629,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
57475,"[609, 792, 275, 209]",3482,2382,630,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,976,1280,K-003483-016232-022347-027733_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
117248,"[151, 186, 256, 458]",27925,3414,899,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,K-027926,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027926,울트라셋이알서방정,Ultracet ER Tab.,http://connectdi.com/design/img/drug/1NOwp2F6It9.jpg,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,서방형정제,(주)한국얀센,Janssen Korea,,,201006967,20101122,[01140]해열.진통.소염제,전문의약품,646901630,노란색의 장방형 필름코팅 서방정제,타원형,7.0,19.0,9.0,T/A ER,,노랑,,20150416,서방성필름코팅정,20210706
36000,"[159, 871, 180, 200]",12246,3409,899,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,K-012247,정상알약,연회색 배경,앞면,주백색,70,0,200,K-012247,아빌리파이정 10mg,Abilify Tab.10mg,http://connectdi.com/design/img/drug/151317985218500137.jpg,아리피프라졸,Aripiprazole,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,200202889,20020801,[01170]정신신경용제,전문의약품,"649900120,A04270241",분홍색의 장방형 정제(각인 A-008 10),장방형,2.65,8.0,4.5,A-008 10,,분홍,,20041222,나정,20191023
47524,"[648, 885, 218, 218]",3543,3406,899,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,K-003544,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003544,무코스타정(레바미피드)(비매품),Mucosta Tab.,http://connectdi.com/design/img/drug/1N1ddmFmE2M.jpg,레바미피드,Rebamipide,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,199102825,19910731,[02320]소화성궤양용제,전문의약품,"649900060,A42700141",백색의 원형필름코팅정,원형,3.4,8.1,8.1,OG33,,하양,,20041222,필름코팅정,20130904
51726,"[650, 257, 233, 222]",16547,3412,899,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-027926_0_2_0_2_70_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
99462,"[140, 707, 242, 411]",35205,106,30,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,70,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,20150226,필름코팅정,20190805
196729,"[566, 726, 409, 481]",25366,105,30,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,K-025367,정상알약,연회색 배경,앞면,주백색,70,0,200,K-025367,자누메트정 50/850mg,JANUMET TAB 50/850,http://connectdi.com/design/img/drug/1NOwp2F6LFI.jpg,시타글립틴인산염수화물|메트포르민염산염,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200901817,20090310,[03960]당뇨병용제,전문의약품,"655500760,E09060771",분홍색으로 한면에 515가 새겨진 타원형의 필름코팅정,타원형,7.0,20.53,10.08,515,,분홍,,20090617,필름코팅정,20181112
34692,"[638, 293, 177, 196]",27776,109,30,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,K-027777,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027777,카나브정 60mg,Kanarb Tab. 60mg,http://connectdi.com/design/img/drug/154333320801300056.jpg,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,"정제, 저작정",보령제약(주),Boryung,,,201005501,20100909,[02140]혈압강하제,전문의약품,641905450,노란색의 한 면에 분할선이 있고 각 모서리가 둥근 육각형의 볼록한 필름코팅정제,육각형,4.0,8.0,4.0,B분할선R,FMS6,노랑,,20101230,필름코팅정,20210309
57681,"[174, 275, 261, 221]",3482,112,30,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-025367-027777-035206_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
37968,"[644, 278, 226, 168]",19860,2669,704,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,70,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,20041222,나정,20200804
39825,"[84, 825, 225, 177]",19860,2668,703,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,75,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,20041222,나정,20200804
44517,"[664, 869, 213, 209]",22346,2670,704,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,70,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
39390,"[105, 193, 202, 195]",22346,2671,703,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,75,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
52658,"[117, 839, 233, 226]",29666,2662,704,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,K-029667,정상알약,연회색 배경,앞면,주백색,70,0,200,K-029667,리바로정 4mg,Livalo Tab. 4mg,http://connectdi.com/design/img/drug/147426609286000173.jpg,피타바스타틴칼슘,Pitavastatin Calcium,"정제, 저작정",제이더블유중외제약(주),Jw Pharmaceutical,,,201205253,20120531,[02180]동맥경화용제,전문의약품,644913470,중앙에 선이 있는  담황색의 원형필름코팅정,원형,3.9,8.7,8.7,마크203,분할선,노랑,,20120711,필름코팅정,20210415
47730,"[608, 199, 222, 215]",29666,2661,703,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,K-029667,정상알약,연회색 배경,앞면,주백색,75,0,200,K-029667,리바로정 4mg,Livalo Tab. 4mg,http://connectdi.com/design/img/drug/147426609286000173.jpg,피타바스타틴칼슘,Pitavastatin Calcium,"정제, 저작정",제이더블유중외제약(주),Jw Pharmaceutical,,,201205253,20120531,[02180]동맥경화용제,전문의약품,644913470,중앙에 선이 있는  담황색의 원형필름코팅정,원형,3.9,8.7,8.7,마크203,분할선,노랑,,20120711,필름코팅정,20210415
54412,"[161, 213, 244, 223]",3482,2664,704,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
61248,"[565, 843, 264, 232]",3482,2666,703,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-022347-029667_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
44308,"[656, 852, 212, 209]",22346,33,7,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,70,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
43581,"[670, 255, 219, 199]",27652,25,7,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-027653,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027653,세비카정 10/40mg,Sevikar Tab. 10/40mg,http://connectdi.com/design/img/drug/147426502377200196.jpg,올메사르탄메독소밀|암로디핀베실산염,Amlodipine Besylate| Olmesartan Medoxomil,"정제, 저작정",한국다이이찌산쿄(주),Daiichi Sankyo Korea,,,201004570,20100719,[02140]혈압강하제,전문의약품,680900060,적갈색의 원형 필름코팅정제,원형,4.1,8.2,8.2,C77,,갈색,,20100810,필름코팅정,20210331
51980,"[133, 870, 230, 226]",20237,35,7,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,70,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
47472,"[130, 289, 276, 172]",3482,29,7,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-022347-027653_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
37687,"[125, 864, 223, 169]",19860,1592,421,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,90,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,20041222,나정,20200804
39634,"[618, 202, 266, 149]",36636,1590,421,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,K-036637,정상알약,연회색 배경,앞면,주백색,90,0,200,K-036637,로수젯정10/5밀리그램,Rosuzet Tab. 10/5mg,http://connectdi.com/design/img/drug/147427082737900159.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",한미약품(주),Hanmi Pharm,,,201503658,20150608,[02180]동맥경화용제,전문의약품,643507280,이 약은 연한 노란색의 장방형 필름코팅정제이다.,타원형,4.02,11.0,6.0,R5,분할선,노랑,,20150728,필름코팅정,20190805
59540,"[599, 868, 260, 229]",3482,1596,421,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-019861-034597-036637_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
